identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/capacitystatus,product/clockSpeed,product/currentGeneration,product/ecu,product/fromLocation,product/fromLocationType,product/group,product/groupDescription,product/instanceFamily,product/instanceType,product/instanceTypeFamily,product/licenseModel,product/location,product/locationType,product/maxIopsBurstPerformance,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/physicalProcessor,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/region,product/servicecode,product/servicename,product/sku,product/storage,product/storageMedia,product/tenancy,product/toLocation,product/toLocationType,product/transferType,product/usagetype,product/vcpu,product/volumeType,pricing/RateId,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue
qi2m7m4jy5rjo6cbkgyyl7i5djnd3p63c2jfzbv4xgrugptoz4za,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadBucketReplication,,kenji-billing-test,1.0000000000,,,USD,0.0000004000,0.0000004000,0.0000004000,0.0000004000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000004000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
njh6gjwjdc3kelabcsrtmnwdexp2pbkmewlyzjckk2mxmhe4nrca,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadBucketServerSideEncryption,,kenji-billing-test,2.0000000000,,,USD,0.0000004000,0.0000008000,0.0000004000,0.0000008000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000008000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
4htg2kfxkyh7tevam33nhfsdobrxerpz2gazspzhgs5cvmdlmanq,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadBucketWebsite,,kenji-billing-test,1.0000000000,,,USD,0.0000004000,0.0000004000,0.0000004000,0.0000004000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000004000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
6zqfcn7vcbctseyel2edbttdzzobo5emsr6vgrtcfu7jlmkdj5vq,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadCostAllocation,,kenji-billing-test,1.0000000000,,,USD,0.0000004000,0.0000004000,0.0000004000,0.0000004000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000004000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
vxgbodxalr7tlapq4ldryditgryvh4cj6p2xgrhgzbqazxbxnkqq,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadLogProps,,kenji-billing-test,1.0000000000,,,USD,0.0000004000,0.0000004000,0.0000004000,0.0000004000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000004000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
rtdzpmwabiz7hzr2vy34zhvf65czn6ss5v5uthpiwpgqg2oysklq,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadNotificationProps,,kenji-billing-test,1.0000000000,,,USD,0.0000004000,0.0000004000,0.0000004000,0.0000004000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000004000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
7gpegvujqo7aryltfwsiqd6vvim243nnamtnykrd3ifz7hc4f4la,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadRequestPaymentProps,,kenji-billing-test,1.0000000000,,,USD,0.0000004000,0.0000004000,0.0000004000,0.0000004000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000004000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
3dczbefqnlj4mmjzjigjjrxbslkgc2evj33bspo4g2jiaaszn7ja,2019-09-25T15:00:00Z/2019-09-25T16:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T15:00:00Z,2019-09-25T16:00:00Z,AmazonS3,Requests-Tier2,ReadVersioningProps,,kenji-billing-test,3.0000000000,,,USD,0.0000004000,0.0000012000,0.0000004000,0.0000012000,"$0.004 per 10,000 GET and all other requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier2,GET and all other requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,Requests-Tier2,,,535563310,0.0000012000,0.0000004000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
ev5oocndtpegh3e2nejblebqfcffkhe4i2afcw44xxvpjvihqzra,2019-09-25T16:00:00Z/2019-09-25T17:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T16:00:00Z,2019-09-25T17:00:00Z,AmazonEC2,USE2-BoxUsage:t2.small,RunInstances,us-east-2c,i-00156de4747eb06e8,1.0000000000,1,1.0000000000,USD,0.0230000000,0.0230000000,0.0230000000,0.0230000000,$0.023 per On Demand Linux t2.small Instance Hour,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,Used,Up to 3.3 GHz,Yes,Variable,,,,,General purpose,t2.small,t2,No License required,US East (Ohio),AWS Region,,,,,2 GiB,Low to Moderate,1,Linux,RunInstances,Intel Xeon Family,NA,32-bit or 64-bit,Intel AVX; Intel Turbo,Compute Instance,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,ZZNXUPSQ9BSA2M88,EBS only,,Shared,,,,USE2-BoxUsage:t2.small,1,,625439686,0.0230000000,0.0230000000,OnDemand,Hrs,,,,,,,,,1302748989,,,,,,,,
imwy34qaad2trwkgwk3hmrgklclnjswiszvmx2cyxr6fwchz245q,2019-09-25T16:00:00Z/2019-09-25T17:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T16:00:00Z,2019-09-25T17:00:00Z,AmazonEC2,USE2-DataTransfer-In-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000026552,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - data transfer in per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,External,Other,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,5CHDB6K4USP8QXF3,,,,US East (Ohio),AWS Region,AWS Inbound,USE2-DataTransfer-In-Bytes,,,621878971,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
fx54cj7t5vsecvlriraruh6rdrusmltlnrdyn7todg456vop2rpq,2019-09-25T16:00:00Z/2019-09-25T17:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T16:00:00Z,2019-09-25T17:00:00Z,AmazonEC2,USE2-DataTransfer-Out-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000038492,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,36H7S3NU9B7S3UT5,,,,External,Other,AWS Outbound,USE2-DataTransfer-Out-Bytes,,,619599291,0.0000003464,0.0900000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
3c6htmhnwdejg2ssgkokiybkoiukla6wh674iybqpagoc2pdisoa,2019-09-25T16:00:00Z/2019-09-25T17:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T16:00:00Z,2019-09-25T17:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-04770d213942daf31,0.0111111111,,,USD,0.1000000000,0.0011111111,0.1000000000,0.0011111111,$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Ohio),,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,General Purpose,625449989,0.0011111111,0.1000000000,OnDemand,GB-Mo,,,,,,,,,1302748989,,,,,,,,
ev5oocndtpegh3e2nejblebqfcffkhe4i2afcw44xxvpjvihqzra,2019-09-25T17:00:00Z/2019-09-25T18:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T17:00:00Z,2019-09-25T18:00:00Z,AmazonEC2,USE2-BoxUsage:t2.small,RunInstances,us-east-2c,i-00156de4747eb06e8,1.0000000000,1,1.0000000000,USD,0.0230000000,0.0230000000,0.0230000000,0.0230000000,$0.023 per On Demand Linux t2.small Instance Hour,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,Used,Up to 3.3 GHz,Yes,Variable,,,,,General purpose,t2.small,t2,No License required,US East (Ohio),AWS Region,,,,,2 GiB,Low to Moderate,1,Linux,RunInstances,Intel Xeon Family,NA,32-bit or 64-bit,Intel AVX; Intel Turbo,Compute Instance,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,ZZNXUPSQ9BSA2M88,EBS only,,Shared,,,,USE2-BoxUsage:t2.small,1,,625439686,0.0230000000,0.0230000000,OnDemand,Hrs,,,,,,,,,1302748989,,,,,,,,
imwy34qaad2trwkgwk3hmrgklclnjswiszvmx2cyxr6fwchz245q,2019-09-25T17:00:00Z/2019-09-25T18:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T17:00:00Z,2019-09-25T18:00:00Z,AmazonEC2,USE2-DataTransfer-In-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000025993,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - data transfer in per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,External,Other,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,5CHDB6K4USP8QXF3,,,,US East (Ohio),AWS Region,AWS Inbound,USE2-DataTransfer-In-Bytes,,,621878971,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
fx54cj7t5vsecvlriraruh6rdrusmltlnrdyn7todg456vop2rpq,2019-09-25T17:00:00Z/2019-09-25T18:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T17:00:00Z,2019-09-25T18:00:00Z,AmazonEC2,USE2-DataTransfer-Out-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000040093,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,36H7S3NU9B7S3UT5,,,,External,Other,AWS Outbound,USE2-DataTransfer-Out-Bytes,,,619599291,0.0000003608,0.0900000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
3c6htmhnwdejg2ssgkokiybkoiukla6wh674iybqpagoc2pdisoa,2019-09-25T17:00:00Z/2019-09-25T18:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T17:00:00Z,2019-09-25T18:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-04770d213942daf31,0.0111111111,,,USD,0.1000000000,0.0011111111,0.1000000000,0.0011111111,$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Ohio),,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,General Purpose,625449989,0.0011111111,0.1000000000,OnDemand,GB-Mo,,,,,,,,,1302748989,,,,,,,,
awtag7m4bjddwcem4ly5yg3mka75bb5ovzrpzwjddshmcfl4wu6a,2019-09-25T17:00:00Z/2019-09-25T18:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T17:00:00Z,2019-09-25T18:00:00Z,AmazonS3,Requests-Tier1,PutObject,,kenji-billing-test,6.0000000000,,,USD,0.0000050000,0.0000300000,0.0000050000,0.0000300000,"$0.005 per 1,000 PUT, COPY, POST, or LIST requests",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,API Request,us-east-1,AmazonS3,Amazon Simple Storage Service,E9YHNFENF4XQBZR6,,,,,,,Requests-Tier1,,,535563340,0.0000300000,0.0000050000,OnDemand,Requests,,,,,,,,,1302748978,,,,,,,,
ev5oocndtpegh3e2nejblebqfcffkhe4i2afcw44xxvpjvihqzra,2019-09-25T18:00:00Z/2019-09-25T19:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T18:00:00Z,2019-09-25T19:00:00Z,AmazonEC2,USE2-BoxUsage:t2.small,RunInstances,us-east-2c,i-00156de4747eb06e8,1.0000000000,1,1.0000000000,USD,0.0230000000,0.0230000000,0.0230000000,0.0230000000,$0.023 per On Demand Linux t2.small Instance Hour,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,Used,Up to 3.3 GHz,Yes,Variable,,,,,General purpose,t2.small,t2,No License required,US East (Ohio),AWS Region,,,,,2 GiB,Low to Moderate,1,Linux,RunInstances,Intel Xeon Family,NA,32-bit or 64-bit,Intel AVX; Intel Turbo,Compute Instance,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,ZZNXUPSQ9BSA2M88,EBS only,,Shared,,,,USE2-BoxUsage:t2.small,1,,625439686,0.0230000000,0.0230000000,OnDemand,Hrs,,,,,,,,,1302748989,,,,,,,,
imwy34qaad2trwkgwk3hmrgklclnjswiszvmx2cyxr6fwchz245q,2019-09-25T18:00:00Z/2019-09-25T19:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T18:00:00Z,2019-09-25T19:00:00Z,AmazonEC2,USE2-DataTransfer-In-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000014454,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - data transfer in per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,External,Other,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,5CHDB6K4USP8QXF3,,,,US East (Ohio),AWS Region,AWS Inbound,USE2-DataTransfer-In-Bytes,,,621878971,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
fx54cj7t5vsecvlriraruh6rdrusmltlnrdyn7todg456vop2rpq,2019-09-25T18:00:00Z/2019-09-25T19:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T18:00:00Z,2019-09-25T19:00:00Z,AmazonEC2,USE2-DataTransfer-Out-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000016652,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,36H7S3NU9B7S3UT5,,,,External,Other,AWS Outbound,USE2-DataTransfer-Out-Bytes,,,619599291,0.0000001499,0.0900000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
3c6htmhnwdejg2ssgkokiybkoiukla6wh674iybqpagoc2pdisoa,2019-09-25T18:00:00Z/2019-09-25T19:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T18:00:00Z,2019-09-25T19:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-04770d213942daf31,0.0111111111,,,USD,0.1000000000,0.0011111111,0.1000000000,0.0011111111,$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Ohio),,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,General Purpose,625449989,0.0011111111,0.1000000000,OnDemand,GB-Mo,,,,,,,,,1302748989,,,,,,,,
imwy34qaad2trwkgwk3hmrgklclnjswiszvmx2cyxr6fwchz245q,2019-09-25T19:00:00Z/2019-09-25T20:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T19:00:00Z,2019-09-25T20:00:00Z,AmazonEC2,USE2-DataTransfer-In-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000047088,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - data transfer in per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,External,Other,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,5CHDB6K4USP8QXF3,,,,US East (Ohio),AWS Region,AWS Inbound,USE2-DataTransfer-In-Bytes,,,621878971,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
fx54cj7t5vsecvlriraruh6rdrusmltlnrdyn7todg456vop2rpq,2019-09-25T19:00:00Z/2019-09-25T20:00:00Z,,AWS,Anniversary,893940319335,2019-09-01T00:00:00Z,2019-10-01T00:00:00Z,893940319335,Usage,2019-09-25T19:00:00Z,2019-09-25T20:00:00Z,AmazonEC2,USE2-DataTransfer-Out-Bytes,RunInstances,,i-00156de4747eb06e8,0.0000071321,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,36H7S3NU9B7S3UT5,,,,External,Other,AWS Outbound,USE2-DataTransfer-Out-Bytes,,,619599291,0.0000006419,0.0900000000,OnDemand,GB,,,,,,,,,1302748967,,,,,,,,
